Tên dự án,Giá,Diện tích,Loại nhà,Vị trí,Phòng ngủ,Nhà vệ sinh,Ngày đăng,Trang
"BÁN NHÀ MẶT PHỐ THANH NHÀN , QUẬN HAI BÀ TRƯNG, KINH DOANH ...",7 Tỷ,110 M²,Nhà Mặt Phố,Quận Hai Bà Trưng,4 Phòng ngủ,4 WC,"24/6/2022, lúc: 12 giờ 32 phút",4463
NHÀ HOT ĐỐNG ĐA LÁNG 4 TẦNG X 45M2 CHỈ 4.75 TỶ VỊ TRÍ ĐẸ...,4.75 Tỷ,45 M²,Nhà Trong Ngõ,Quận Đống Đa,4 Phòng ngủ,3 WC,"24/6/2022, lúc: 12 giờ 6 phút",4463
"NHÀ MỚI, ĐẸP ĐƯỜNG LÁNG 40M2 THOÁNG MÁT 5 TẦNG 4.7 TỶ",4.7 Tỷ,40 M²,Nhà Trong Ngõ,Quận Đống Đa,3 Phòng ngủ,4 WC,"24/6/2022, lúc: 12 giờ 6 phút",4463
BÁN NHÀ ĐẸP ĐƯỜNG LÁNG - TT ĐỐNG ĐA 5 TẦNG 41M2 CHỈ 4.7 TỶ ...,4.7 Tỷ,41 M²,Nhà Mặt Phố,Quận Đống Đa,3 Phòng ngủ,4 WC,"24/6/2022, lúc: 12 giờ 6 phút",4463
NHÀ 4 TẦNG NGUYỄN KHANG - CẦU GIẤY - 45M2 - GIÁ 5.15 TỶ ...,231.75 Triệu,45 M²,Nhà Mặt Phố,Quận Đống Đa,4 Phòng ngủ,3 WC,"24/6/2022, lúc: 12 giờ 6 phút",4463
CHỦ NHÀ CẦN TIỀN LÊN BÁN GẤP 50M2 ĐẤT DV TÂN TÂY ĐÔ TÂN LẬP ...,72 Triệu,50 M²,"Đất Dịch Vụ, Đền Bù",Kđt Tân Tây Đô,,,"24/6/2022, lúc: 11 giờ 51 phút",4463
"BÁN NHÀ 55M2 GẦN DỰ ÁN NHÀ VƯỜN PANDORA, TRIỀU KHÚC, 4,39 T...",4.39 Tỷ,55 M²,Đất Thổ Cư,Triều Khúc,2 Phòng ngủ,2 WC,"24/6/2022, lúc: 11 giờ 48 phút",4463
"TUYỆT ĐẸP TRIỀU KHÚC, THOÁNG MÁT, FULL NỘI THẤT, NGÕ THÔNG T...",4.9 Tỷ,45 M²,Đất Thổ Cư,Huyện Thanh Trì,4 Phòng ngủ,,"24/6/2022, lúc: 11 giờ 45 phút",4463
"CĂN HIẾM CHẬM TAY KHÔNG CÒN, 2 PN, 2 WC, 76,4M2 HUD3 60 NGUY...",2830 Tỷ,76.4 M²,Căn Hộ Chung Cư,Nguyễn Đức Cảnh,2 Phòng ngủ,2 WC,"24/6/2022, lúc: 11 giờ 38 phút",4463
BÁN NHÀ LẠC TRUNG HAI BÀ TRUNG 86M 5 TẦNG CO THANG MÁY,17 Tỷ,86 M²,Nhà Trong Ngõ,Quận Hai Bà Trưng,6 Phòng ngủ,4 WC,"24/6/2022, lúc: 11 giờ 36 phút",4463
"BÁN NHÀ NGÕ GIẾNG MỨT, HAI BÀ TRƯNG, 2.55 TỶ, 25M, 3 TẦNG, S...",2.55 Tỷ,25 M²,Nhà Trong Ngõ,Quận Hai Bà Trưng,2 Phòng ngủ,3 WC,"24/6/2022, lúc: 11 giờ 33 phút",4464
BÁN CĂN NHÀ PHỐ KINH DOANH DƯ ÁN HÀ NỘI GARDEN CITY LONG BIỆ...,25 Tỷ,144 M²,ShopHouse,Quận Long Biên,,,"24/6/2022, lúc: 11 giờ 27 phút",4464
BAN NHÀ MẶT NGÕ.DIỆN TÍCH 61M2 MẶT TIỀN 6.8M,10 Tỷ,61 M²,Nhà Mặt Phố,Quận Hoàng Mai,,,"24/6/2022, lúc: 11 giờ 25 phút",4464
"BÁN NHÀ MẶT NGÕ,SỔ ĐỎ CHÍNH CHỦ.ĐƯỜNG RỘNG Ô TÔ ĐẬU CỬA NHÀ",10 Tỷ,61 M²,Đất Thổ Cư,Quận Hoàng Mai,2 Phòng ngủ,2 WC,"24/6/2022, lúc: 11 giờ 22 phút",4464
ĐƯỜNG RỘNG Ô TÔ ĐẬU CỬA NHÀ.GẦN CÔNG AN QUẬN HOÀNG MAI AN NI...,10 Tỷ,61 M²,Đất Thổ Cư,Quận Hoàng Mai,2 Phòng ngủ,2 WC,"24/6/2022, lúc: 11 giờ 17 phút",4464
"BÁN NHÀ KHƯƠNG TRUNG, THANH XUÂN-GẦN MẶT PHỐ VỈA HÈ-Ô TÔ- 09...",3.3 Tỷ,36 M²,Nhà Trong Ngõ,Quận Thanh Xuân,3 Phòng ngủ,3 WC,"24/6/2022, lúc: 11 giờ 10 phút",4464
SIÊU HIẾM - BÁN NHÀ DÂN CŨ 3 TẦNG - TÔ HIỆU - HÀ ĐÔNG,4.6 Tỷ,42 M²,Nhà Mặt Phố,Quận Hà Đông,3 Phòng ngủ,3 WC,"24/6/2022, lúc: 10 giờ 59 phút",4464
TÒA CCMN 68M2X5T 12 PHÒNG CHO THUÊ DÒNG TIỀN 60TR/THÁNG TẠI ...,8.7 Tỷ,68 M²,Nhà Trong Ngõ,Quận Đống Đa,11 Phòng ngủ,,"24/6/2022, lúc: 10 giờ 41 phút",4464
BÁN NHÀ 4 TÂNG YÊN VIÊN GIA LÂM HÀ NOIIJ,2.65 Tỷ,34 M²,Nhà Trong Ngõ,Hà Huy Tập,4 Phòng ngủ,3 WC,"24/6/2022, lúc: 10 giờ 33 phút",4464
CHÍNH THỨC CĐT CĂN HỘ 2PN HC GOLDEN CITY CHỈ TỪ 3.1 TY...,3.1 Tỷ,71 M²,Căn Hộ Chung Cư,Hc Golden City,2 Phòng ngủ,2 WC,"24/6/2022, lúc: 10 giờ 23 phút",4464
SỞ HỮU CĂN 148 5M2 4PN ĐẲNG CẤP NHẤT HC GOLDEN CITY BỒ ĐỀ LO...,6.1 Tỷ,148 M²,Căn Hộ Chung Cư,Hc Golden City,4 Phòng ngủ,3 WC,"24/6/2022, lúc: 10 giờ 18 phút",4464
"SIÊU ĐẸP, SIÊU THOÁNG - CHÍNH CHỦ BÁN CCMN ĐÔNG TÁC CẠNH V...",1 Tỷ,52 M²,Căn Hộ Chung Cư,Quận Đống Đa,2 Phòng ngủ,1 WC,"24/6/2022, lúc: 9 giờ 51 phút",4464
"BÁN CHUNG CƯ MINI QUỐC TỬ GIÁM ĐỐNG ĐA SIÊU ĐẸP, RẺ, Ở NGAY...",999 Triệu,50 M²,Căn Hộ Chung Cư,Quận Đống Đa,2 Phòng ngủ,1 WC,"24/6/2022, lúc: 9 giờ 51 phút",4464
"HIẾM CÓ, XUÂN ĐỈNH SIÊU ĐẸP, GẦN OTO, 6 TẦNG",3.6 Tỷ,31 M²,Nhà Trong Ngõ,Quận Bắc Từ Liêm,4 Phòng ngủ,4 WC,"24/6/2022, lúc: 9 giờ 50 phút",4464
HẠ NHIỆT MÙA HÈ SIÊU PHẨM TÂY MỖ HIẾM TRONG TẦM TIỀN,2.75 Tỷ,35 M²,Đất Thổ Cư,Quận Nam Từ Liêm,3 Phòng ngủ,,"24/6/2022, lúc: 9 giờ 48 phút",4464
"HIẾM CÓ XUÂN ĐỈNH, OTO, 5 TẦNG, NỞ HẬU, 3 TỶ X",3.3 Tỷ,32 M²,Nhà Trong Ngõ,Quận Bắc Từ Liêm,3 Phòng ngủ,,"24/6/2022, lúc: 9 giờ 45 phút",4464
CHUNG CƯ T&T ĐỊNH CÔNG CHÍNH THỨC ĐẶT CHỖ VÀ THĂM QUAN...,2 Tỷ,70 M²,Căn Hộ Chung Cư,Phương Đông Green Park,,,"24/6/2022, lúc: 9 giờ 34 phút",4464
CẦN BÁN NHÀ TẠI SỐ 9 NGÕ 324 ĐÊ LA THÀNH ( NHỎ ),2.18 Tỷ,23 M²,Nhà Trong Ngõ,Quận Đống Đa,2 Phòng ngủ,2 WC,"24/6/2022, lúc: 9 giờ 30 phút",4464
"NHỈNH 100 TR/M2 NHÀ MẶT PHỐ KINH DOANH MỌI LOẠI HÌNH, DÒNG T...",15 Tỷ,120 M²,Nhà Mặt Phố,Quận Hoàng Mai,,,"24/6/2022, lúc: 9 giờ 27 phút",4464
CĂN HỘ CHUNG CƯ CAO CẤP LE GRAND JARDIN CHỈ 500TR SỞ HỮU CĂN...,2 Tỷ,50 M²,Căn Hộ Chung Cư,Chung Cư Le Grand Jardin,2 Phòng ngủ,1 WC,"24/6/2022, lúc: 9 giờ 13 phút",4464
LIỀN KỀ ĐÔ NGHĨA GẦN CÔNG VIÊN ÂM NHẠC 80M 5T 8.8TỶ,8.8 Tỷ,80 M²,"Nhà Biệt Thự, Liền Kề",Yên Nghĩa,,,"24/6/2022, lúc: 9 giờ 11 phút",4465
"BÁN ĐẤT NGÕ PHÂN LÔ Ô TÔ VÀO, PHỐ ĐỊNH CÔNG THƯỢNG GIAO VŨ T...",5.5 Tỷ,45 M²,Đất Thổ Cư,Đường Kim Giang,1 Phòng ngủ,1 WC,"24/6/2022, lúc: 8 giờ 57 phút",4465
"BÁN ĐẤT PHỐ THÁI HÀ-TÂY SƠN, 225M2 MT7M CỰC ĐẸP, NGÕ Ô TÔ 2 ...",29.5 Tỷ,225 M²,Đất Thổ Cư,Thái Hà,1 Phòng ngủ,1 WC,"24/6/2022, lúc: 8 giờ 57 phút",4465
"NHÀ 6 TẦNG THANG MÁY VẠN PHÚC 48M*MT 4,5M KD CHO THUÊ ĐỈNH Ô...",9.6 Tỷ,48 M²,"Nhà Biệt Thự, Liền Kề",Quận Hà Đông,5 Phòng ngủ,4 WC,"24/6/2022, lúc: 8 giờ 31 phút",4465
"LÔ GÓC, MẶT PHỐ CHÍNH MỖ LAO HÀ ĐÔNG CHÂN TÒA CHUNG CƯ- KINH...",23 Tỷ,100 M²,"Nhà Biệt Thự, Liền Kề",Kđt Mỗ Lao,5 Phòng ngủ,5 WC,"24/6/2022, lúc: 8 giờ 31 phút",4465
CẦN BÁN GẤP 100M2 ĐẤT LIỀN KỀ VT ĐẸP GIÁ RẺ,4.5 Tỷ,100 M²,Đất Nền Dự Án,Kđt Mường Thanh - Thanh Hà,,,"23/6/2022, lúc: 23 giờ 58 phút",4465
BÁN NHÀ CẦU GIẤY - CHÙA HÀ - Ô TÔ ĐỖ CỔNG- Ở NGAY,5.35 Tỷ,39 M²,Đất Thổ Cư,Quận Cầu Giấy,3 Phòng ngủ,4 WC,"23/6/2022, lúc: 23 giờ 34 phút",4465
BÁN GẤP NHÀ TRONG NGÕ-ĐƯỜNG TRƯỜNG CHINH GIÁ SIÊU TỐT,4.65 Tỷ,40 M²,Đất Thổ Cư,Chung Cư 102 Trường Chinh,3 Phòng ngủ,4 WC,"23/6/2022, lúc: 22 giờ 57 phút",4465
ĐL508-BÁN GẤP NHÀ TRONG NGÕ-ĐƯỜNG LÁNG GIÁ SIÊU TỐT NHÀ R...,4.5 Tỷ,45 M²,Đất Thổ Cư,Quận Đống Đa,4 Phòng ngủ,3 WC,"23/6/2022, lúc: 22 giờ 49 phút",4465
BA ĐÌNH VIP- ĐẸP LUNG LINH- BÁN NHÀ PHỐ KIM MÃ 40M2 6 TẦNG C...,6.5 Tỷ,40 M²,Nhà Trong Ngõ,Quận Ba Đình,5 Phòng ngủ,5 WC,"23/6/2022, lúc: 21 giờ 24 phút",4465
KINH DOANH PHỐ BÙI THỊ XUÂN 100M XÂY 6 TẦNG MẶT TIÊN RỘNG GI...,45 Tỷ,100 M²,Nhà Mặt Phố,Quận Hai Bà Trưng,11 Phòng ngủ,5 WC,"23/6/2022, lúc: 21 giờ 25 phút",4465
KINH DOAH PHỐ BÙI THỊ XUÂN 100M XÂY 6 TÂNG MẶT TIÊN RỘNG GẢI...,45 Tỷ,100 M²,Nhà Mặt Phố,Bùi Thị Xuân,11 Phòng ngủ,5 WC,"23/6/2022, lúc: 21 giờ 17 phút",4465
2 THOÁNG TRƯỚC NHÀ SÂN LÁT GẠCH ĐỎ Ở ĐẸP CHO THUÊ DÒNG TIỀN ...,5.3 Tỷ,38 M²,Nhà Trong Ngõ,Quận Cầu Giấy,9 Phòng ngủ,9 WC,"23/6/2022, lúc: 21 giờ 15 phút",4465
DIỆN TÍCH KHỦNG 48M2 X 5 TẦNG - 5.25 TỶ -SÂN TRƯỚC RỘNG - SỔ...,5.25 Tỷ,48 M²,Nhà Trong Ngõ,Quận Cầu Giấy,3 Phòng ngủ,3 WC,"23/6/2022, lúc: 21 giờ 12 phút",4465
CHÍNH CHỦ BÁN NHÀ MẶT PHỐ XÃ ĐÀN ĐỐNG ĐA- 60M2 CHỈ 33.5 TỶ,33.5 Tỷ,60 M²,Nhà Mặt Phố,Quận Đống Đa,5 Phòng ngủ,5 WC,"23/6/2022, lúc: 20 giờ 56 phút",4465
8TỶ CÓ NHÀ ĐẸP MẶT PHỐ ĐỐC NGỮ - LÔ GÓC - MẶT TIỀN KHỦNG - V...,256 Triệu,32 M²,Nhà Mặt Phố,Quận Ba Đình,,,"23/6/2022, lúc: 20 giờ 26 phút",4465
"CHÍNH CHỦ BÁN CĂN HỘ A2314, THÁP A, CC IMPERIA GARDEN, 203 N...",3.7 Tỷ,71 M²,Căn Hộ Chung Cư,Căn Hộ Imperia Garden,2 Phòng ngủ,2 WC,"23/6/2022, lúc: 20 giờ 4 phút",4465
"CHÍNH CHỦ BÁN NHÀ CẤP 4, SỐ 21 NGÕ 208 PHỐ LÊ TRỌNG TẤN, THA...",7.8 Tỷ,46 M²,Nhà Trong Ngõ,Lê Trọng Tấn,2 Phòng ngủ,1 WC,"23/6/2022, lúc: 20 giờ 0 phút",4465
"CHÍNH CHỦ BÁN CĂN HỘ A2314, IMPERIA GARDEN 203 NGUYỄN HUY TƯ...",3.7 Tỷ,71 M²,Căn Hộ Chung Cư,Căn Hộ Imperia Garden,2 Phòng ngủ,2 WC,"23/6/2022, lúc: 19 giờ 49 phút",4465
BÁN GẤP LÔ ĐẤT MẶT PHỐ VĨNH HƯNG - VỊ TRÍ ĐỈNH - KINH DOANH ...,20 Tỷ,120 M²,Đất Thổ Cư,Vĩnh Hưng,,,"23/6/2022, lúc: 18 giờ 44 phút",4465
"BÁN NHÀ NGUYỄN KHANG 70M2X3T MT3,5 CHỈ 7,5TY",7500 Tỷ,70 M²,Nhà Trong Ngõ,Quận Cầu Giấy,,,"23/6/2022, lúc: 18 giờ 41 phút",4466
"NHÀ LĨNH NAM, LÔ GÓC, MẶT NGÕ Ô TÔ, CHỈ 1.95 TỶ",1.95 Tỷ,51 M²,Nhà Trong Ngõ,Quận Hoàng Mai,4 Phòng ngủ,3 WC,"23/6/2022, lúc: 17 giờ 35 phút",4466
MUA NHÀ 0 ĐỒNG - VỀ Ở NGAY EUROWINDOW RIVER PARK - GIÁ 25TR/...,2.46 Tỷ,98.6 M²,Căn Hộ Chung Cư,Chung Cư Eurowindow River Park,3 Phòng ngủ,2 WC,"23/6/2022, lúc: 17 giờ 34 phút",4466
"SIÊU ĐẸP VỚI CĂN GÓC 3PN VIEW SÔNG ĐUỐNG TÒA RIVER, GIÁ 2.34...",2.3 Tỷ,85 M²,Căn Hộ Chung Cư,Chung Cư Eurowindow River Park,3 Phòng ngủ,2 WC,"23/6/2022, lúc: 17 giờ 34 phút",4466
"CĂN DUY NHẤT 2PN MẶT NGOÀI (CĂN 06 TÒA RIVER), TẦNG CAO, BC ...",1.99 Tỷ,71 M²,Căn Hộ Chung Cư,Chung Cư Eurowindow River Park,2 Phòng ngủ,2 WC,"23/6/2022, lúc: 17 giờ 34 phút",4466
BÁN CĂN HỘ TẠI UDIC WESTLAKE - CIPUTRA TRỰC TIẾP CĐT CHỈ TỪ ...,2.98 Tỷ,85 M²,Căn Hộ Chung Cư,Udic Westlake,2 Phòng ngủ,2 WC,"23/6/2022, lúc: 17 giờ 33 phút",4466
"THE LINK 345 CIPUTRA CĂN 3PN, GIÁ BÁN: 5.1TỶ/106M2. NHẬN NHÀ...",5.04 Tỷ,105 M²,Căn Hộ Chung Cư,Tây Hồ,,,"23/6/2022, lúc: 17 giờ 33 phút",4466
BÁN CĂN 3PN 168M2 TẠI UDIC WESTLAKE TÂY HỒ NHẬN NHÀ Ở NGAY,5.54 Tỷ,168 M²,Căn Hộ Chung Cư,Udic Westlake,,,"23/6/2022, lúc: 17 giờ 33 phút",4466
"BÁN CẮT LỖ CĂN HỘ 2N2WC 1 TẠI VINHOMES SMART CITY. GIÁ 2,440...",2440 Tỷ,64 M²,Căn Hộ Chung Cư,Tây Mỗ,2 Phòng ngủ,2 WC,"23/6/2022, lúc: 16 giờ 39 phút",4466
"GIÁ RẺ BÁN NHÀ PHỐ KHƯƠNG HẠ 50M 4T, VỪA Ở VỪA CHO THUÊ, GIÁ...",4.9 Tỷ,50 M²,Nhà Trong Ngõ,Quận Thanh Xuân,,,"23/6/2022, lúc: 16 giờ 39 phút",4466
"BÁN NHÀ NGÕ HOÀNG CẦU 48M2X3,5T, OTO ĐỖ CỬA GIÁ RẺ",11.5 Tỷ,48 M²,Nhà Trong Ngõ,Quận Đống Đa,,,"23/6/2022, lúc: 16 giờ 26 phút",4466
BÁN CĂN 2PN TECCO DIAMOND CHỈ TỪ 570TR,2 Tỷ,65 M²,Căn Hộ Chung Cư,Tecco Diamond,2 Phòng ngủ,2 WC,"23/6/2022, lúc: 15 giờ 44 phút",4466
BÁN GẤP NHÀ MẶT ĐƯỜNG ĐOÀN KẾT TRỤC CHÍNH K DOANH,5.03 Tỷ,111.8 M²,Đất Thổ Cư,Quận Hà Đông,,,"23/6/2022, lúc: 15 giờ 43 phút",4466
"NHÀ PHÂN LÔ CĂN GÓC, VỈA HÈ, Ô TÔ TRÁNH KIM GIANG, ĐẠI KIM 7...",9.5 Tỷ,75 M²,"Nhà Biệt Thự, Liền Kề",Quận Hoàng Mai,5 Phòng ngủ,4 WC,"23/6/2022, lúc: 15 giờ 35 phút",4466
"NHÀ ĐƯỜNG MỄ TRÌ2, NGÕ SH TRÁNH VÈO VÈO, 39M2, 3,1 TỶ.",3.1 Tỷ,39 M²,Đất Thổ Cư,Mễ Trì,3 Phòng ngủ,3 WC,"23/6/2022, lúc: 15 giờ 25 phút",4466
"CHÍNH CHỦ BÁN CĂN HỘ CHUNG CƯ IA20 CIPUTRA, TÂY HỒ. DIỆN TÍC...",3.1 Tỷ,108 M²,Căn Hộ Chung Cư,Ia20 Ciputra,,,"23/6/2022, lúc: 15 giờ 24 phút",4466
"BÁN NHÀ MỄ TRÌ THƯỢNG, MUA G63, 4 TẦNG 40M2, 3,2 TỶ",3.2 Tỷ,40 M²,Đất Thổ Cư,Mễ Trì,3 Phòng ngủ,3 WC,"23/6/2022, lúc: 15 giờ 21 phút",4466
"ĐỐNG ĐA - BÁN NHÀ PHỐ CHÙA BỘC LÔ GÓC THOÁNG, NHÀ XÂY CHẤT ...",6.3 Tỷ,41 M²,Nhà Trong Ngõ,Chùa Bộc,4 Phòng ngủ,3 WC,"23/6/2022, lúc: 15 giờ 11 phút",4466
BÁN NHÀ CẦU GIẤY-5T-KINH DOANH-36.8-3 BƯỚC RA ÔTÔ-NHỈNH 4 TỶ,4.1 Tỷ,39 M²,Đất Thổ Cư,Quận Cầu Giấy,4 Phòng ngủ,4 WC,"23/6/2022, lúc: 15 giờ 3 phút",4466
"BÁN NHÀ 34 NGÕ 115 NGUYỄN LƯƠNG BẰNG, NGÕ THÔNG, NHÀ GẦN PHỐ...",2 Tỷ,20 M²,Nhà Trong Ngõ,Nguyễn Lương Bằng,2 Phòng ngủ,3 WC,"23/6/2022, lúc: 14 giờ 59 phút",4466
"BÁN NHÀ NGÕ 10 PHỐ KIM MÃ THƯỢNG, BA ĐÌNH 55M2 XÂY 5 TẦNG MỚ...",5.6 Tỷ,55 M²,Nhà Trong Ngõ,Kim Mã Thượng,5 Phòng ngủ,4 WC,"23/6/2022, lúc: 14 giờ 48 phút",4467
"BÁN NHÀ PHÂN LÔ SIÊU ĐẸP ĐƯỜNG XUÂN ĐỈNH, BẮC TỪ LIÊM 35M2, ...",3.8 Tỷ,35 M²,Nhà Trong Ngõ,Đường Xuân Đỉnh,3 Phòng ngủ,3 WC,"23/6/2022, lúc: 14 giờ 40 phút",4467
"BÁN NHÀ MẶT PHỐ VĨNH HƯNG 120M2, 5 TẦNG VỊ TRÍ TỐT 12 TỶ",12 Tỷ,120 M²,Nhà Mặt Phố,Quận Hoàng Mai,6 Phòng ngủ,6 WC,"23/6/2022, lúc: 14 giờ 40 phút",4467
"CHỈ 3.8 TỶ/ CĂN GÓC 3 PN 87,3M2 HƯỚNG ĐÔNG NAM TẠI HC GOLDEN...",638 Triệu,87.3 M²,Căn Hộ Chung Cư,Hc Golden City,3 Phòng ngủ,2 WC,"23/6/2022, lúc: 14 giờ 34 phút",4467
"CHỈ TỪ 1,9 TỶ SỞ HỮU CĂN 3PN 2VS CC BERRIVER JARDIN LONG BIÊ...",3 Tỷ,83 M²,Căn Hộ Chung Cư,Berriver Jardin,3 Phòng ngủ,2 WC,"23/6/2022, lúc: 14 giờ 33 phút",4467
"BÁN NHÀ PHỐ QUAN HOA, CẦU GIẤY 45M2 XÂY 9 TẦNG THANG MÁY SIÊ...",10.5 Tỷ,45 M²,Nhà Trong Ngõ,Quan Hoa,5 Phòng ngủ,7 WC,"23/6/2022, lúc: 14 giờ 29 phút",4467
"NHANH TAY RINH NGAY LÔ ĐẤT 68M2 TẠI SƠN TÂY HÀ NỘI, GIÁ CHỈ ...",550 Triệu,68 M²,Đất Thổ Cư,Thành Phố Sơn Tây,,,"23/6/2022, lúc: 14 giờ 28 phút",4467
"SIÊU PHẨM TÁI ĐỊNH CƯ BẮC PHÚ CÁT DT HƠN 100M2,MT RỘNG 9M TT...",4.72 Tỷ,118 M²,Đất Thổ Cư,Huyện Thạch Thất,,,"23/6/2022, lúc: 14 giờ 28 phút",4467
"BÁN 560M2 ĐẤT NGHỈ DƯỠNG, VIEW NÚI ĐỒI CAO THOÁNG TẠI YÊN BÌ...",2.7 Tỷ,560 M²,Đất Thổ Cư,Huyện Thạch Thất,,,"23/6/2022, lúc: 14 giờ 28 phút",4467
"LÔ ĐẤT NHỎ XINH, ĐƯỜNG THÔNG, TÀI CHÍNH NHỈNH 900TR, CÁCH ĐƯ...",930 Triệu,77 M²,Đất Thổ Cư,Huyện Thạch Thất,,,"23/6/2022, lúc: 14 giờ 27 phút",4467
"HƠN 800TR CÓ NGAY LÔ ĐẤT TẠI SƠN ĐÔNG SƠN TÂY, CÁCH ĐƯỜNG TL...",880 Triệu,84 M²,Đất Thổ Cư,Thành Phố Sơn Tây,,,"23/6/2022, lúc: 14 giờ 27 phút",4467
"LÔ ĐẤT 419M2 TẠI PHÚ CÁT, CÁCH ĐƯỜNG TRỤC CHÍNH 150M, GẦN UB...",4 Tỷ,419 M²,Đất Thổ Cư,Huyện Quốc Oai,,,"23/6/2022, lúc: 14 giờ 27 phút",4467
"BÁN NHÀ LẠC LONG QUÂN, TÂY HỒ 35M2 XÂY 5 TẦNG MỚI NHÀ ĐẸP GẦ...",4.4 Tỷ,35 M²,Nhà Trong Ngõ,Lạc Long Quân,3 Phòng ngủ,,"23/6/2022, lúc: 14 giờ 22 phút",4467
"DUY NHẤT, CĂN 4PN (148M2) T25, BC ĐÔNG NAM, CHỈ 6.3X TỶ TẠI ...",Thỏa Thuận,148.5 M²,Căn Hộ Chung Cư,Hc Golden City,,,"23/6/2022, lúc: 14 giờ 13 phút",4467
HOA HẬU TRẦN DUY HƯNG DÒNG TIỀN ỔN ĐỊNH 1 NHÀ RA MẶT PHỐ,8.95 Tỷ,50 M²,Nhà Trong Ngõ,Quận Cầu Giấy,10 Phòng ngủ,10 WC,"23/6/2022, lúc: 14 giờ 5 phút",4467
"HOA HẬU TRẦN DUY HƯNG, 1 NHÀ RA MẶT PHỐ CHÍNH",5.25 Tỷ,50 M²,Nhà Trong Ngõ,Quận Cầu Giấy,4 Phòng ngủ,4 WC,"23/6/2022, lúc: 14 giờ 5 phút",4467
"BÁN GẤP NHÀ PHỐ HỮU HƯNG, MỚI TINH, LÔ GÓC, TẶNG FULL NỘI TH...",3 Tỷ,35 M²,Đất Thổ Cư,Quận Nam Từ Liêm,3 Phòng ngủ,4 WC,"23/6/2022, lúc: 13 giờ 56 phút",4467
"TUYỆT PHẨM 2PN - 2 VS VIEW CÔNG VIÊN CHỈ 2 TỶ , CK 3,5% , V...",2.1 Tỷ,71.6 M²,Căn Hộ Chung Cư,Kđt ViệT Hưng,2 Phòng ngủ,2 WC,"23/6/2022, lúc: 13 giờ 56 phút",4467
"QUỸ CĂN NGOẠI GIAO DỰ ÁN ECOCITY VIỆT HƯNG 2N, 3N GIÁ CHỈ TỪ...",113.92 Triệu,64 M²,Căn Hộ Chung Cư,Căn Hộ Eco City Việt Hưng,2 Phòng ngủ,2 WC,"23/6/2022, lúc: 13 giờ 56 phút",4467
CĂN GÓC ĐÔNG NAM (73M2) ECOCITY VIỆT HƯNG - NHẬN NHÀ NGAY- H...,2.4 Tỷ,73 M²,Căn Hộ Chung Cư,Căn Hộ Eco City Việt Hưng,2 Phòng ngủ,2 WC,"23/6/2022, lúc: 13 giờ 56 phút",4467
BÁN NHÀ PHỐ MAI ĐỘNG - GẦN Ô TÔ - KHU DÂN TRÍ CAO 122M2,9.5 Tỷ,122 M²,Nhà Trong Ngõ,Tam Trinh,3 Phòng ngủ,,"23/6/2022, lúc: 13 giờ 43 phút",4468
🏠 NHÀ VIP QUẬN BA ĐÌNH NHÀ ĐẸP MẶT PHỐ ĐIỆN BIÊN NHIỀU TIỆN...,5 Tỷ,50 M²,Nhà Mặt Phố,Quận Ba Đình,5 Phòng ngủ,5 WC,"23/6/2022, lúc: 12 giờ 26 phút",4468
SIÊU PHẨM ĐẠI MỖ - NAM TỪ LIÊM - HÀ NỘI GIÁ HẤP DẪN,4.7 Tỷ,32 M²,Đất Thổ Cư,Đại Mỗ,4 Phòng ngủ,3 WC,"23/6/2022, lúc: 12 giờ 24 phút",4468
🏠 NHÀ VIP QUẬN THANH XUÂN GIÁ RẺ CẦN BÁN,7 Tỷ,70 M²,Nhà Mặt Phố,Quận Thanh Xuân,,,"23/6/2022, lúc: 12 giờ 16 phút",4468
BÁN NHÀ XÂY MỚI 3 MẶT THOÁNG 43M2X4TX4PN LÀNG LỤA - VẠN PHÚC...,4.55 Tỷ,43 M²,Nhà Trong Ngõ,Quận Hà Đông,4 Phòng ngủ,4 WC,"23/6/2022, lúc: 12 giờ 14 phút",4468
CHỦ BÁN GẤP NHÀ PHỐ GIÁP NHẤT ĐỂ CHUYỂN CHUNG CƯ Ở VỚI CÁC ...,12.5 Tỷ,40 M²,Nhà Mặt Phố,Quận Thanh Xuân,5 Phòng ngủ,4 WC,"23/6/2022, lúc: 12 giờ 14 phút",4468
CẦN BÁN NHÀ VIP TẠI PHỐ THÁI HÀ .........,5.58 Tỷ,35 M²,Nhà Mặt Phố,Quận Đống Đa,4 Phòng ngủ,4 WC,"23/6/2022, lúc: 12 giờ 12 phút",4468
"BÁN NHÀ RIÊNG PHỐ NGUYỄN ĐÌNH HOÀN, 30M2, NGÕ BA GÁC, 30M RA...",3.6 Tỷ,30 M²,Nhà Trong Ngõ,Nguyễn Khánh Toàn,3 Phòng ngủ,4 WC,"23/6/2022, lúc: 12 giờ 9 phút",4468
CẦN BÁN GẤP CĂN HỘ 60M2 TẠI CHUNG CƯ PCC1 HÀ ĐÔNG,1.38 Tỷ,60 M²,Căn Hộ Chung Cư,Chung Cư Pcc1 Complex,2 Phòng ngủ,1 WC,"23/6/2022, lúc: 11 giờ 56 phút",4468
